706.706005,-583.856888
708.690719,-728.357405
777.968258,-288.367016
675.378572,-361.603879
669.112722,-354.319291
686.158008,-369.136443
1116.901660,-485.392711
1652.011571,-924.948445
659.996131,-346.992284
617.836372,-327.942977
957.894568,-492.272838
599.225823,-370.031947
597.429546,-300.993857
1101.239918,-389.377424
763.324706,-317.595809
718.942341,-243.012952
659.862635,-382.602049
1678.498571,-893.230918
44.723164,-894.057342
773.062979,-367.086130
567.003263,-378.753438
814.674537,-646.724805
1084.327496,-330.997557
641.075561,-701.598479
1648.696305,-935.818950
653.433661,-277.923408
30.892548,-928.841916
653.196139,-652.551596
1098.112650,-408.757244
698.238037,-550.202845
719.064812,-322.799435
583.073090,-645.208086
606.230405,-358.891009
638.329653,-236.753154
712.435363,-383.855653
884.266628,-661.330267
635.966434,-300.584962
725.924422,-411.123469
658.515019,-624.200525
763.210175,-331.232152
760.064330,-655.229074
620.391410,-373.811143
56.298088,-897.167655
65.719773,-895.344636
643.521617,-391.572642
622.721248,-638.684641
811.813199,-692.415596
762.641443,-361.851216
888.022359,-346.620078
736.411035,-532.452514
1703.372301,-34.616082
1678.288536,-951.346017
674.535771,-564.921514
677.312141,-655.154400
671.767495,-385.016936
811.877237,-648.645501
944.061306,-367.129366
695.098292,-579.688664
645.229646,-245.958960
1023.975639,-453.838771
59.356857,-39.290133
736.169842,-309.549143
42.644151,-36.734325
650.904398,-373.424101
756.582372,-271.623901
613.529395,-294.406607
641.782291,-355.251735
837.055217,-670.898797
690.252543,-304.279993
37.462314,-913.074316
588.477609,-646.385497
30.892706,-62.800067
64.769177,-945.102648
1042.717033,-381.027335
617.962768,-301.010762
733.947108,-351.308051
817.481492,-638.308852
588.820331,-345.546524
638.047783,-683.429214
728.664681,-231.808467
762.567522,-643.263074
1020.416554,-487.083312
710.518333,-614.042789
609.265798,-340.625597
648.160955,-715.764672
583.044433,-648.148438
633.063366,-319.113925
35.749500,-78.578288
621.926745,-644.611687
1682.428286,-951.846287
1677.407090,-915.944269
578.599590,-276.257353
777.411228,-355.313433
45.851272,-48.683246
696.899941,-242.378495
27.613000,-929.707929
80.613889,-901.939525
987.101076,-308.009317
565.455564,-282.390683
669.686655,-707.296035
642.650998,-696.821557
45.863008,-70.785085
1660.449354,-901.218233
1680.090216,-21.951763
764.621382,-708.243074
30.429757,-932.610356
